,LABEL,DATE_TIME,TEXT,sentences,sentence_count,token_count,tokens,words_starting_with_vowel,words_starting_with_consonant,lowercase_text,lowercase_tokens,UserNames,UserNamesCounts,URLs,URLCounts,Day
416,1,Mon Jun 01 14:17:00 2009,"@Lemlina aww but that's only because the Gary Larson Group appeared on digg.com, Shaun's a bit of an expert in sneaking into groups ","[""@Lemlina aww but that's only because the Gary Larson Group appeared on digg.com, Shaun's a bit of an expert in sneaking into groups""]",1,23,"['@Lemlina', 'aww', 'but', ""that's"", 'only', 'because', 'the', 'Gary', 'Larson', 'Group', 'appeared', 'on', 'digg.com', ""Shaun's"", 'a', 'bit', 'of', 'an', 'expert', 'in', 'sneaking', 'into', 'groups']",10,12,"@lemlina aww but that's only because the gary larson group appeared on digg.com, shaun's a bit of an expert in sneaking into groups ","['@lemlina', 'aww', 'but', ""that's"", 'only', 'because', 'the', 'gary', 'larson', 'group', 'appeared', 'on', 'digg.com', ""shaun's"", 'a', 'bit', 'of', 'an', 'expert', 'in', 'sneaking', 'into', 'groups']",['@Lemlina'],1,['digg.com'],1,Mon
417,0,Sun Jun 21 00:03:18 2009,misses william and hopes he's thinking of her ,"[""misses william and hopes he's thinking of her""]",1,8,"['misses', 'william', 'and', 'hopes', ""he's"", 'thinking', 'of', 'her']",2,5,misses william and hopes he's thinking of her ,"['misses', 'william', 'and', 'hopes', ""he's"", 'thinking', 'of', 'her']",[],0,[],0,Sun
418,1,Sun Jun 07 18:14:03 2009,and i'm thinking about watching some good ol' one tree hill in bed ,"[""and i'm thinking about watching some good ol' one tree hill in bed""]",1,13,"['and', ""i'm"", 'thinking', 'about', 'watching', 'some', 'good', ""ol'"", 'one', 'tree', 'hill', 'in', 'bed']",6,7,and i'm thinking about watching some good ol' one tree hill in bed ,"['and', ""i'm"", 'thinking', 'about', 'watching', 'some', 'good', ""ol'"", 'one', 'tree', 'hill', 'in', 'bed']",[],0,[],0,Sun
419,1,Tue Jun 02 10:21:24 2009,@jithinkr ithellam yen en kitta kekura  u can do anything u please ,['@jithinkr ithellam yen en kitta kekura  u can do anything u please'],1,12,"['@jithinkr', 'ithellam', 'yen', 'en', 'kitta', 'kekura', 'u', 'can', 'do', 'anything', 'u', 'please']",5,6,@jithinkr ithellam yen en kitta kekura  u can do anything u please ,"['@jithinkr', 'ithellam', 'yen', 'en', 'kitta', 'kekura', 'u', 'can', 'do', 'anything', 'u', 'please']",['@jithinkr'],1,[],0,Tue
420,0,Fri May 29 11:53:34 2009,@MsUndrstood My sister is graduating too &amp; I can't afford to buy here anything ,"[""@MsUndrstood My sister is graduating too &amp; I can't afford to buy here anything""]",1,14,"['@MsUndrstood', 'My', 'sister', 'is', 'graduating', 'too', '&amp;', 'I', ""can't"", 'afford', 'to', 'buy', 'here', 'anything']",5,8,@msundrstood my sister is graduating too &amp; i can't afford to buy here anything ,"['@msundrstood', 'my', 'sister', 'is', 'graduating', 'too', '&amp;', 'i', ""can't"", 'afford', 'to', 'buy', 'here', 'anything']",['@MsUndrstood'],1,[],0,Fri
421,0,Thu May 28 23:54:53 2009,Ew I have creepy followers ,['Ew I have creepy followers'],1,5,"['Ew', 'I', 'have', 'creepy', 'followers']",2,3,ew i have creepy followers ,"['ew', 'i', 'have', 'creepy', 'followers']",[],0,[],0,Thu
422,1,Wed Jun 03 02:10:04 2009,I'm excited!! potential promotion ahead! finally  what's in store next? ,"[""I'm excited"", 'potential promotion ahead', ""finally  what's in store next""]",3,13,"[""I'm"", 'excited', '!!', 'potential', 'promotion', 'ahead', '!', 'finally', ""what's"", 'in', 'store', 'next', '?']",4,6,i'm excited!! potential promotion ahead! finally  what's in store next? ,"[""i'm"", 'excited', '!!', 'potential', 'promotion', 'ahead', '!', 'finally', ""what's"", 'in', 'store', 'next', '?']",[],0,[],0,Wed
423,1,Sat Jun 06 00:14:59 2009,Up early watching classic X Files reruns  FTW,['Up early watching classic X Files reruns  FTW'],1,8,"['Up', 'early', 'watching', 'classic', 'X', 'Files', 'reruns', 'FTW']",2,6,up early watching classic x files reruns  ftw,"['up', 'early', 'watching', 'classic', 'x', 'files', 'reruns', 'ftw']",[],0,[],0,Sat
424,0,Tue Jun 16 00:34:56 2009,back to work.. ,['back to work..'],1,4,"['back', 'to', 'work', '..']",0,2,back to work.. ,"['back', 'to', 'work', '..']",[],0,[],0,Tue
425,1,Sun Jun 07 12:28:10 2009,I am awaiting the results of the European elections...bye bye Labour ,['I am awaiting the results of the European elections...bye bye Labour'],1,13,"['I', 'am', 'awaiting', 'the', 'results', 'of', 'the', 'European', 'elections', '...', 'bye', 'bye', 'Labour']",6,5,i am awaiting the results of the european elections...bye bye labour ,"['i', 'am', 'awaiting', 'the', 'results', 'of', 'the', 'european', 'elections', '...', 'bye', 'bye', 'labour']",[],0,[],0,Sun
426,1,Mon Jun 01 19:36:23 2009,@jtchan83 we will be praying for your guys. (and your husband is a saint! ,['@jtchan83 we will be praying for your guys. (and your husband is a saint'],1,16,"['@jtchan83', 'we', 'will', 'be', 'praying', 'for', 'your', 'guys', '.', '(and', 'your', 'husband', 'is', 'a', 'saint', '!']",3,10,@jtchan83 we will be praying for your guys. (and your husband is a saint! ,"['@jtchan83', 'we', 'will', 'be', 'praying', 'for', 'your', 'guys', '.', '(and', 'your', 'husband', 'is', 'a', 'saint', '!']",['@jtchan83'],1,[],0,Mon
427,1,Mon Jun 01 19:20:14 2009,"@honorsociety http://twitpic.com/6fs89 - you guys always crack me up. You look cute, not tired. ","['@honorsociety http://twitpic.com/6fs89 - you guys always crack me up', 'You look cute', ', not tired.']",3,16,"['@honorsociety', 'http://twitpic.com/6fs89', '-', 'you', 'guys', 'always', 'crack', 'me', 'up', '.', 'You', 'look', 'cute,', 'not', 'tired', '.']",2,10,"@honorsociety http://twitpic.com/6fs89 - you guys always crack me up. you look cute, not tired. ","['@honorsociety', 'http://twitpic.com/6fs89', '-', 'you', 'guys', 'always', 'crack', 'me', 'up', '.', 'you', 'look', 'cute,', 'not', 'tired', '.']",['@honorsociety'],1,['http://twitpic.com/6fs89'],1,Mon
428,0,Sun May 10 20:31:05 2009,no1 wished me a happy mothers day ,['no1 wished me a happy mothers day'],1,7,"['no1', 'wished', 'me', 'a', 'happy', 'mothers', 'day']",1,5,no1 wished me a happy mothers day ,"['no1', 'wished', 'me', 'a', 'happy', 'mothers', 'day']",[],0,[],0,Sun
429,0,Sat Jun 06 06:04:24 2009,Moleskine Comics - http://bit.ly/i9lsr  // Wish I could draw. ,['Moleskine Comics - http://bit.ly/i9lsr  // Wish I could draw.'],1,10,"['Moleskine', 'Comics', '-', 'http://bit.ly/i9lsr', '//', 'Wish', 'I', 'could', 'draw', '.']",2,5,moleskine comics - http://bit.ly/i9lsr  // wish i could draw. ,"['moleskine', 'comics', '-', 'http://bit.ly/i9lsr', '//', 'wish', 'i', 'could', 'draw', '.']",[],0,['http://bit.ly/i9lsr'],1,Sat
430,0,Fri Jun 05 15:04:26 2009,Dad got to have his sitcom finale moment turning off the lights at his old office today. He really is moving to North Carolina ,"['Dad got to have his sitcom finale moment turning off the lights at his old office today', 'He really is moving to North Carolina']",2,25,"['Dad', 'got', 'to', 'have', 'his', 'sitcom', 'finale', 'moment', 'turning', 'off', 'the', 'lights', 'at', 'his', 'old', 'office', 'today', '.', 'He', 'really', 'is', 'moving', 'to', 'North', 'Carolina']",5,18,dad got to have his sitcom finale moment turning off the lights at his old office today. he really is moving to north carolina ,"['dad', 'got', 'to', 'have', 'his', 'sitcom', 'finale', 'moment', 'turning', 'off', 'the', 'lights', 'at', 'his', 'old', 'office', 'today', '.', 'he', 'really', 'is', 'moving', 'to', 'north', 'carolina']",[],0,[],0,Fri
431,0,Sun May 31 10:26:40 2009,@Zombie_Claire How'd you get burned? Sounds nasty! Sorry to hear about it. ,"[""@Zombie_Claire How'd you get burned"", 'Sounds nasty', 'Sorry to hear about it.']",3,15,"['@Zombie_Claire', ""How'd"", 'you', 'get', 'burned', '?', 'Sounds', 'nasty', '!', 'Sorry', 'to', 'hear', 'about', 'it', '.']",2,9,@zombie_claire how'd you get burned? sounds nasty! sorry to hear about it. ,"['@zombie_claire', ""how'd"", 'you', 'get', 'burned', '?', 'sounds', 'nasty', '!', 'sorry', 'to', 'hear', 'about', 'it', '.']",['@Zombie_Claire'],1,[],0,Sun
432,0,Tue Jun 16 07:05:44 2009,"Watching Dew Tour. Chaz didnt win, either did ryan shecklar  ill cu in orlando when Dew Tour finals come!","['Watching Dew Tour', 'Chaz didnt win', ', either did ryan shecklar  ill cu in orlando when Dew Tour finals come']",3,21,"['Watching', 'Dew', 'Tour', '.', 'Chaz', 'didnt', 'win,', 'either', 'did', 'ryan', 'shecklar', 'ill', 'cu', 'in', 'orlando', 'when', 'Dew', 'Tour', 'finals', 'come', '!']",4,14,"watching dew tour. chaz didnt win, either did ryan shecklar  ill cu in orlando when dew tour finals come!","['watching', 'dew', 'tour', '.', 'chaz', 'didnt', 'win,', 'either', 'did', 'ryan', 'shecklar', 'ill', 'cu', 'in', 'orlando', 'when', 'dew', 'tour', 'finals', 'come', '!']",[],0,[],0,Tue
433,0,Sun May 31 13:27:54 2009,@annzoo I want to go shopping too ,['@annzoo I want to go shopping too'],1,7,"['@annzoo', 'I', 'want', 'to', 'go', 'shopping', 'too']",2,5,@annzoo i want to go shopping too ,"['@annzoo', 'i', 'want', 'to', 'go', 'shopping', 'too']",['@annzoo'],1,[],0,Sun
434,0,Sat Jun 20 09:08:12 2009,"Dammit, the Staten Island opener is totally getting rained out ","['Dammit, the Staten Island opener is totally getting rained out']",1,10,"['Dammit,', 'the', 'Staten', 'Island', 'opener', 'is', 'totally', 'getting', 'rained', 'out']",4,5,"dammit, the staten island opener is totally getting rained out ","['dammit,', 'the', 'staten', 'island', 'opener', 'is', 'totally', 'getting', 'rained', 'out']",[],0,[],0,Sat
435,0,Mon Jun 15 11:00:50 2009,But I can't find her ,"[""But I can't find her""]",1,5,"['But', 'I', ""can't"", 'find', 'her']",1,3,but i can't find her ,"['but', 'i', ""can't"", 'find', 'her']",[],0,[],0,Mon
436,0,Fri Jun 19 22:40:05 2009,"@kidghost_ yeah, I'm not feelin' the Lauren hate right now. ","[""@kidghost_ yeah, I'm not feelin' the Lauren hate right now.""]",1,11,"['@kidghost_', 'yeah,', ""I'm"", 'not', ""feelin'"", 'the', 'Lauren', 'hate', 'right', 'now', '.']",1,8,"@kidghost_ yeah, i'm not feelin' the lauren hate right now. ","['@kidghost_', 'yeah,', ""i'm"", 'not', ""feelin'"", 'the', 'lauren', 'hate', 'right', 'now', '.']",['@kidghost_'],1,[],0,Fri
437,1,Sun Jun 07 07:30:04 2009,@choley Avoid parking all together by parachuting in! You can even make some extra money by dragging an advertising banner with you ,"['@choley Avoid parking all together by parachuting in', 'You can even make some extra money by dragging an advertising banner with you']",2,23,"['@choley', 'Avoid', 'parking', 'all', 'together', 'by', 'parachuting', 'in', '!', 'You', 'can', 'even', 'make', 'some', 'extra', 'money', 'by', 'dragging', 'an', 'advertising', 'banner', 'with', 'you']",7,14,@choley avoid parking all together by parachuting in! you can even make some extra money by dragging an advertising banner with you ,"['@choley', 'avoid', 'parking', 'all', 'together', 'by', 'parachuting', 'in', '!', 'you', 'can', 'even', 'make', 'some', 'extra', 'money', 'by', 'dragging', 'an', 'advertising', 'banner', 'with', 'you']",['@choley'],1,[],0,Sun
438,1,Wed Jun 03 03:49:30 2009,Ahhh.. The sweet smell of Internet  Afternoon all - Good to see ya'll.,"['Ahhh.', 'The sweet smell of Internet  Afternoon all', ""- Good to see ya'll.""]",3,15,"['Ahhh', '..', 'The', 'sweet', 'smell', 'of', 'Internet', 'Afternoon', 'all', '-', 'Good', 'to', 'see', ""ya'll"", '.']",5,7,ahhh.. the sweet smell of internet  afternoon all - good to see ya'll.,"['ahhh', '..', 'the', 'sweet', 'smell', 'of', 'internet', 'afternoon', 'all', '-', 'good', 'to', 'see', ""ya'll"", '.']",[],0,[],0,Wed
439,0,Wed Jun 03 05:30:22 2009,trying to decide what to wear... headache and not feeling good again.  hope i'm not getting sick ,"['trying to decide what to wear..', 'headache and not feeling good again', 'hope i', ""'m not getting sick""]",4,19,"['trying', 'to', 'decide', 'what', 'to', 'wear', '...', 'headache', 'and', 'not', 'feeling', 'good', 'again', '.', 'hope', ""i'm"", 'not', 'getting', 'sick']",3,13,trying to decide what to wear... headache and not feeling good again.  hope i'm not getting sick ,"['trying', 'to', 'decide', 'what', 'to', 'wear', '...', 'headache', 'and', 'not', 'feeling', 'good', 'again', '.', 'hope', ""i'm"", 'not', 'getting', 'sick']",[],0,[],0,Wed
440,1,Mon Jun 15 09:01:35 2009,@mandytronic I gotta call you bouts today's plans. How bout we hit up the Magnificent Mile tomorrow? Long story for the phoooone! ,"[""@mandytronic I gotta call you bouts today's plans"", 'How bout we hit up the Magnificent Mile tomorrow', 'Long story for the phoooone']",3,25,"['@mandytronic', 'I', 'gotta', 'call', 'you', 'bouts', ""today's"", 'plans', '.', 'How', 'bout', 'we', 'hit', 'up', 'the', 'Magnificent', 'Mile', 'tomorrow', '?', 'Long', 'story', 'for', 'the', 'phoooone', '!']",2,19,@mandytronic i gotta call you bouts today's plans. how bout we hit up the magnificent mile tomorrow? long story for the phoooone! ,"['@mandytronic', 'i', 'gotta', 'call', 'you', 'bouts', ""today's"", 'plans', '.', 'how', 'bout', 'we', 'hit', 'up', 'the', 'magnificent', 'mile', 'tomorrow', '?', 'long', 'story', 'for', 'the', 'phoooone', '!']",['@mandytronic'],1,[],0,Mon
441,0,Mon Jun 01 07:38:52 2009,@legendaryswag  waiting f my housekeeper  ,['@legendaryswag  waiting f my housekeeper'],1,5,"['@legendaryswag', 'waiting', 'f', 'my', 'housekeeper']",0,4,@legendaryswag  waiting f my housekeeper  ,"['@legendaryswag', 'waiting', 'f', 'my', 'housekeeper']",['@legendaryswag'],1,[],0,Mon
442,0,Sun Jun 07 10:23:56 2009,Raining  Stalinism is so much fun to learn about.,['Raining  Stalinism is so much fun to learn about.'],1,10,"['Raining', 'Stalinism', 'is', 'so', 'much', 'fun', 'to', 'learn', 'about', '.']",2,6,raining  stalinism is so much fun to learn about.,"['raining', 'stalinism', 'is', 'so', 'much', 'fun', 'to', 'learn', 'about', '.']",[],0,[],0,Sun
443,1,Mon Apr 20 01:08:28 2009,@Frichii that's a great idea! verena also let us see this AMAZING vid ,"[""@Frichii that's a great idea"", 'verena also let us see this AMAZING vid']",2,14,"['@Frichii', ""that's"", 'a', 'great', 'idea', '!', 'verena', 'also', 'let', 'us', 'see', 'this', 'AMAZING', 'vid']",5,7,@frichii that's a great idea! verena also let us see this amazing vid ,"['@frichii', ""that's"", 'a', 'great', 'idea', '!', 'verena', 'also', 'let', 'us', 'see', 'this', 'amazing', 'vid']",['@Frichii'],1,[],0,Mon
444,0,Thu Jun 25 10:11:02 2009,I need to drive around and charge my phone. Ugh ,"['I need to drive around and charge my phone', 'Ugh']",2,11,"['I', 'need', 'to', 'drive', 'around', 'and', 'charge', 'my', 'phone', '.', 'Ugh']",4,6,i need to drive around and charge my phone. ugh ,"['i', 'need', 'to', 'drive', 'around', 'and', 'charge', 'my', 'phone', '.', 'ugh']",[],0,[],0,Thu
445,1,Mon May 18 07:30:05 2009,@lovatodd  i'm in math. come help me with it. you're smart.,"[""@lovatodd  i'm in math"", 'come help me with it', 'you', ""'re smart.""]",4,14,"['@lovatodd', ""i'm"", 'in', 'math', '.', 'come', 'help', 'me', 'with', 'it', '.', ""you're"", 'smart', '.']",3,7,@lovatodd  i'm in math. come help me with it. you're smart.,"['@lovatodd', ""i'm"", 'in', 'math', '.', 'come', 'help', 'me', 'with', 'it', '.', ""you're"", 'smart', '.']",['@lovatodd'],1,[],0,Mon
446,1,Fri May 29 11:51:23 2009,"@keithbooe yeah, the $1k-$1.5k i'll be saving should buy a lotta drink for me ","[""@keithbooe yeah, the $1k-$1.5k i'll be saving should buy a lotta drink for me""]",1,16,"['@keithbooe', 'yeah,', 'the', '$1k-$1', '.', '5k', ""i'll"", 'be', 'saving', 'should', 'buy', 'a', 'lotta', 'drink', 'for', 'me']",2,10,"@keithbooe yeah, the $1k-$1.5k i'll be saving should buy a lotta drink for me ","['@keithbooe', 'yeah,', 'the', '$1k-$1', '.', '5k', ""i'll"", 'be', 'saving', 'should', 'buy', 'a', 'lotta', 'drink', 'for', 'me']",['@keithbooe'],1,[],0,Fri
447,1,Wed Jun 03 00:10:07 2009,made a few new hair clips today go check em out on my page  http://www.myspace.com/xautomaticgirlx,['made a few new hair clips today go check em out on my page  http://www.myspace.com/xautomaticgirlx'],1,15,"['made', 'a', 'few', 'new', 'hair', 'clips', 'today', 'go', 'check', 'em', 'out', 'on', 'my', 'page', 'http://www.myspace.com/xautomaticgirlx']",4,10,made a few new hair clips today go check em out on my page  http://www.myspace.com/xautomaticgirlx,"['made', 'a', 'few', 'new', 'hair', 'clips', 'today', 'go', 'check', 'em', 'out', 'on', 'my', 'page', 'http://www.myspace.com/xautomaticgirlx']",[],0,['http://www.myspace.com/xautomaticgirlx'],1,Wed
448,0,Wed Jun 17 07:54:28 2009,sooo annoying that be best mate lives so far away ,['sooo annoying that be best mate lives so far away'],1,10,"['sooo', 'annoying', 'that', 'be', 'best', 'mate', 'lives', 'so', 'far', 'away']",2,7,sooo annoying that be best mate lives so far away ,"['sooo', 'annoying', 'that', 'be', 'best', 'mate', 'lives', 'so', 'far', 'away']",[],0,[],0,Wed
449,0,Fri May 22 02:23:39 2009,Is starting to realize that he has NO job skills pertaining to today's job market. Seven years of working is slowly going down the drain ,"[""Is starting to realize that he has NO job skills pertaining to today's job market"", 'Seven years of working is slowly going down the drain']",2,26,"['Is', 'starting', 'to', 'realize', 'that', 'he', 'has', 'NO', 'job', 'skills', 'pertaining', 'to', ""today's"", 'job', 'market', '.', 'Seven', 'years', 'of', 'working', 'is', 'slowly', 'going', 'down', 'the', 'drain']",3,22,is starting to realize that he has no job skills pertaining to today's job market. seven years of working is slowly going down the drain ,"['is', 'starting', 'to', 'realize', 'that', 'he', 'has', 'no', 'job', 'skills', 'pertaining', 'to', ""today's"", 'job', 'market', '.', 'seven', 'years', 'of', 'working', 'is', 'slowly', 'going', 'down', 'the', 'drain']",[],0,[],0,Fri
450,1,Sun May 31 11:25:43 2009,@LiliCosic very confused by the unfortunate combination of watermelon and Alan Coren?? ,['@LiliCosic very confused by the unfortunate combination of watermelon and Alan Coren'],1,13,"['@LiliCosic', 'very', 'confused', 'by', 'the', 'unfortunate', 'combination', 'of', 'watermelon', 'and', 'Alan', 'Coren', '??']",4,7,@lilicosic very confused by the unfortunate combination of watermelon and alan coren?? ,"['@lilicosic', 'very', 'confused', 'by', 'the', 'unfortunate', 'combination', 'of', 'watermelon', 'and', 'alan', 'coren', '??']",['@LiliCosic'],1,[],0,Sun
451,1,Fri Apr 17 20:42:35 2009,@rynoceros yup. Just got out of that about 10 min ago. Get in the right lane. ,"['@rynoceros yup', 'Just got out of that about 10', 'min ago', 'Get in the right lane', '.']",5,19,"['@rynoceros', 'yup', '.', 'Just', 'got', 'out', 'of', 'that', 'about', '10', 'min', 'ago', '.', 'Get', 'in', 'the', 'right', 'lane', '.']",5,9,@rynoceros yup. just got out of that about 10 min ago. get in the right lane. ,"['@rynoceros', 'yup', '.', 'just', 'got', 'out', 'of', 'that', 'about', '10', 'min', 'ago', '.', 'get', 'in', 'the', 'right', 'lane', '.']",['@rynoceros'],1,[],0,Fri
452,0,Wed Jun 17 22:48:39 2009,Got bored and bought the Mario themed clock calculator for my DSi. Side note: Peach doesn't give credit to Luigi for his share of work. ,"['Got bored and bought the Mario themed clock calculator for my DSi', 'Side note', "": Peach doesn't give credit to Luigi for his share of work.""]",3,27,"['Got', 'bored', 'and', 'bought', 'the', 'Mario', 'themed', 'clock', 'calculator', 'for', 'my', 'DSi', '.', 'Side', 'note:', 'Peach', ""doesn't"", 'give', 'credit', 'to', 'Luigi', 'for', 'his', 'share', 'of', 'work', '.']",2,22,got bored and bought the mario themed clock calculator for my dsi. side note: peach doesn't give credit to luigi for his share of work. ,"['got', 'bored', 'and', 'bought', 'the', 'mario', 'themed', 'clock', 'calculator', 'for', 'my', 'dsi', '.', 'side', 'note:', 'peach', ""doesn't"", 'give', 'credit', 'to', 'luigi', 'for', 'his', 'share', 'of', 'work', '.']",[],0,[],0,Wed
453,1,Wed Jun 03 08:49:01 2009,going to earn some money...cleaning at nannys ,['going to earn some money...cleaning at nannys'],1,9,"['going', 'to', 'earn', 'some', 'money', '...', 'cleaning', 'at', 'nannys']",2,4,going to earn some money...cleaning at nannys ,"['going', 'to', 'earn', 'some', 'money', '...', 'cleaning', 'at', 'nannys']",[],0,[],0,Wed
454,1,Mon Jun 01 19:17:56 2009,twittering off his new sidekick ,['twittering off his new sidekick'],1,5,"['twittering', 'off', 'his', 'new', 'sidekick']",1,3,twittering off his new sidekick ,"['twittering', 'off', 'his', 'new', 'sidekick']",[],0,[],0,Mon
455,1,Sat Jun 06 15:24:21 2009,@iheartscuttle lolz im actuly really starting too like him   channy???,['@iheartscuttle lolz im actuly really starting too like him   channy'],1,11,"['@iheartscuttle', 'lolz', 'im', 'actuly', 'really', 'starting', 'too', 'like', 'him', 'channy', '???']",3,7,@iheartscuttle lolz im actuly really starting too like him   channy???,"['@iheartscuttle', 'lolz', 'im', 'actuly', 'really', 'starting', 'too', 'like', 'him', 'channy', '???']",['@iheartscuttle'],1,[],0,Sat
456,1,Thu May 21 23:50:16 2009,@p_87 i know!!! you have a good sense of humor ,"['@p_87 i know', 'you have a good sense of humor']",2,11,"['@p_87', 'i', 'know', '!!!', 'you', 'have', 'a', 'good', 'sense', 'of', 'humor']",3,6,@p_87 i know!!! you have a good sense of humor ,"['@p_87', 'i', 'know', '!!!', 'you', 'have', 'a', 'good', 'sense', 'of', 'humor']",['@p_87'],1,[],0,Thu
457,1,Wed Jun 03 01:09:51 2009,@y0manchinggg i am in the cherry computer room  happy revising and good luck!,['@y0manchinggg i am in the cherry computer room  happy revising and good luck'],1,14,"['@y0manchinggg', 'i', 'am', 'in', 'the', 'cherry', 'computer', 'room', 'happy', 'revising', 'and', 'good', 'luck', '!']",4,8,@y0manchinggg i am in the cherry computer room  happy revising and good luck!,"['@y0manchinggg', 'i', 'am', 'in', 'the', 'cherry', 'computer', 'room', 'happy', 'revising', 'and', 'good', 'luck', '!']",['@y0manchinggg'],1,[],0,Wed
458,1,Wed Jun 03 04:16:00 2009,just failed her exams ,['just failed her exams'],1,4,"['just', 'failed', 'her', 'exams']",1,2,just failed her exams ,"['just', 'failed', 'her', 'exams']",[],0,[],0,Wed
459,1,Sun May 17 04:31:18 2009,end of high school in 5 days! can't wait for the weekend with leah ,"['end of high school in 5 days', ""can't wait for the weekend with leah""]",2,15,"['end', 'of', 'high', 'school', 'in', '5', 'days', '!', ""can't"", 'wait', 'for', 'the', 'weekend', 'with', 'leah']",3,10,end of high school in 5 days! can't wait for the weekend with leah ,"['end', 'of', 'high', 'school', 'in', '5', 'days', '!', ""can't"", 'wait', 'for', 'the', 'weekend', 'with', 'leah']",[],0,[],0,Sun
460,0,Sun Jun 07 01:27:31 2009,Sleeep..... work in the morning!! ,"['Sleeep....', 'work in the morning']",2,7,"['Sleeep', '.....', 'work', 'in', 'the', 'morning', '!!']",1,3,sleeep..... work in the morning!! ,"['sleeep', '.....', 'work', 'in', 'the', 'morning', '!!']",[],0,[],0,Sun
461,0,Thu Jun 18 13:35:42 2009,@keithnolan my corriander is dying! Watering isn't helping. ,"['@keithnolan my corriander is dying', ""Watering isn't helping.""]",2,10,"['@keithnolan', 'my', 'corriander', 'is', 'dying', '!', 'Watering', ""isn't"", 'helping', '.']",2,5,@keithnolan my corriander is dying! watering isn't helping. ,"['@keithnolan', 'my', 'corriander', 'is', 'dying', '!', 'watering', ""isn't"", 'helping', '.']",['@keithnolan'],1,[],0,Thu
462,0,Fri May 01 21:45:39 2009,@chopsuey2e had a horrible and long day..up since 4am so I'm in bed now  see you tomorrow though!! Free drinks on who???,"[""@chopsuey2e had a horrible and long day..up since 4am so I'm in bed now  see you tomorrow though"", 'Free drinks on who']",2,26,"['@chopsuey2e', 'had', 'a', 'horrible', 'and', 'long', 'day', '..', 'up', 'since', '4am', 'so', ""I'm"", 'in', 'bed', 'now', 'see', 'you', 'tomorrow', 'though', '!!', 'Free', 'drinks', 'on', 'who', '???']",6,15,@chopsuey2e had a horrible and long day..up since 4am so i'm in bed now  see you tomorrow though!! free drinks on who???,"['@chopsuey2e', 'had', 'a', 'horrible', 'and', 'long', 'day', '..', 'up', 'since', '4am', 'so', ""i'm"", 'in', 'bed', 'now', 'see', 'you', 'tomorrow', 'though', '!!', 'free', 'drinks', 'on', 'who', '???']",['@chopsuey2e'],1,[],0,Fri
463,1,Sat May 02 07:17:45 2009,"@alexparr maybe at this time, the site is busy...i was playing with it for the past 3 hours and it works fine till now... ","['@alexparr maybe at this time, the site is busy...i was playing with it for the past 3 hours and it works fine till now...']",1,27,"['@alexparr', 'maybe', 'at', 'this', 'time,', 'the', 'site', 'is', 'busy', '...', 'i', 'was', 'playing', 'with', 'it', 'for', 'the', 'past', '3', 'hours', 'and', 'it', 'works', 'fine', 'till', 'now', '...']",7,17,"@alexparr maybe at this time, the site is busy...i was playing with it for the past 3 hours and it works fine till now... ","['@alexparr', 'maybe', 'at', 'this', 'time,', 'the', 'site', 'is', 'busy', '...', 'i', 'was', 'playing', 'with', 'it', 'for', 'the', 'past', '3', 'hours', 'and', 'it', 'works', 'fine', 'till', 'now', '...']",['@alexparr'],1,[],0,Sat
464,0,Sun Jun 21 02:05:29 2009,Cricket off agian 2day - not happy with all the rain that is falling ,['Cricket off agian 2day - not happy with all the rain that is falling'],1,14,"['Cricket', 'off', 'agian', '2day', '-', 'not', 'happy', 'with', 'all', 'the', 'rain', 'that', 'is', 'falling']",4,7,cricket off agian 2day - not happy with all the rain that is falling ,"['cricket', 'off', 'agian', '2day', '-', 'not', 'happy', 'with', 'all', 'the', 'rain', 'that', 'is', 'falling']",[],0,[],0,Sun
465,1,Fri Jun 05 21:30:04 2009,@christex kno its kinda late.lol.but its always no homo ,['@christex kno its kinda late.lol.but its always no homo'],1,13,"['@christex', 'kno', 'its', 'kinda', 'late', '.', 'lol', '.', 'but', 'its', 'always', 'no', 'homo']",3,5,@christex kno its kinda late.lol.but its always no homo ,"['@christex', 'kno', 'its', 'kinda', 'late', '.', 'lol', '.', 'but', 'its', 'always', 'no', 'homo']",['@christex'],1,[],0,Fri
466,1,Mon Jun 01 21:10:57 2009,"Aaaand LOST time  How sad is it that I'm excited? I've only seen it about 3 times though, unlike the Chuck pilot.","[""Aaaand LOST time  How sad is it that I'm excited"", ""I've only seen it about 3 times though, unlike the Chuck pilot.""]",2,24,"['Aaaand', 'LOST', 'time', 'How', 'sad', 'is', 'it', 'that', ""I'm"", 'excited', '?', ""I've"", 'only', 'seen', 'it', 'about', '3', 'times', 'though,', 'unlike', 'the', 'Chuck', 'pilot', '.']",10,11,"aaaand lost time  how sad is it that i'm excited? i've only seen it about 3 times though, unlike the chuck pilot.","['aaaand', 'lost', 'time', 'how', 'sad', 'is', 'it', 'that', ""i'm"", 'excited', '?', ""i've"", 'only', 'seen', 'it', 'about', '3', 'times', 'though,', 'unlike', 'the', 'chuck', 'pilot', '.']",[],0,[],0,Mon
